zodiac,question,card1,card2,card3,reading
Virgo,Am I on the right educational path?,Ace of Pentacles,Justice,Wheel of Fortune,Reading:  The Ace of Pentacles suggests a promising new start financially related to your studies.  Justice indicates a need for balance and fairness in your decisions.  The Wheel of Fortune reminds you that things are always changing.  Consider if your path aligns with your long-term practical goals.
Libra,Should I consider studying abroad?,Page of Cups,Six of Cups,The Chariot,Reading:  The Page of Cups suggests exploring this exciting new idea. The Six of Cups hints at happy memories connecting to a past home. The Chariot indicates you have the drive to make this happen.  Think about what home means to you before making a decision.
Aquarius,Is this academic pressure affecting my mental health?,The Moon,Six of Pentacles,Ace of Cups,"Reading:  The Moon suggests your anxieties are valid, but perhaps exaggerated. The Six of Pentacles shows an imbalance, hinting the pressure is impacting you.  The Ace of Cups offers hope; emotional support will help you cope. Prioritize self-care and reach out to friends or family."
Pisces,Will this course lead to long-term fulfillment?,Ten of Wands,King of Swords,The World,"Pisces, the course may feel burdensome (Ten of Wands) but requires objective analysis (King of Swords) to reach satisfying completion (The World).  This ultimately suggests a positive long-term outcome. Think clearly, finish strong."
Sagittarius,How can I overcome fear of failure in school?,Page of Wands,Ace of Swords,The Hanged Man,"Reading:  The Page of Wands encourages you to approach your studies with a beginner's mind and embrace new ideas. The Ace of Swords clarifies that a shift in perspective will help you cut through anxieties. The Hanged Man suggests pausing and reflecting before taking action. Take a breath, rethink your approach, and jump in."
Leo,How can I make the most of my educational opportunities?,Four of Cups,Three of Swords,Two of Swords,"Leo, you might be bored or overlooking some options.  Emotional baggage could cloud your judgment, making decisions tough.  Consider all sides before committing to a path.  Look beyond the obvious."
Aquarius,What mindset will help me grow as a student?,Page of Wands,Eight of Pentacles,Five of Swords,"Reading:  Aquarius, the Page of Wands sparks your curiosity, while the Eight of Pentacles encourages consistent effort.  The Five of Swords suggests dropping competitive or overly critical thoughts.  Focus on your own progress."
Pisces,What does the universe want me to learn right now?,Six of Swords,Five of Wands,Judgement,"Reading:  Pisces, you're moving away from conflict (Six of Swords) but still facing some disagreements (Five of Wands). It's time to reflect and learn from past choices (Judgement).  Let go of what's no longer serving you and move forward."
Sagittarius,What support do I need for academic success?,Seven of Cups,King of Swords,Three of Pentacles,"Sagittarius, the Seven of Cups suggests you need to focus on one clear goal. The King of Swords points towards logical planning and clear communication with instructors.  The Three of Pentacles highlights the value of collaboration and seeking help from classmates.  Find a study group and make a plan."
Capricorn,How can I balance my studies and personal life?,Page of Cups,The Hermit,Eight of Wands,"Capricorn, the Page of Cups suggests exploring new ways to connect with your emotions and personal needs.  The Hermit encourages setting aside focused time for studying.  The Eight of Wands shows things moving quickly, so prioritize and be organized.  Find a schedule that honors both your studies and personal life."
Leo,Will I succeed in my current academic goals?,Ace of Pentacles,Four of Wands,Page of Cups,"Leo, the Ace of Pentacles and Four of Wands show a strong start and stable progress toward your goals.  The Page of Cups suggests staying open to new ideas and approaches. Keep focused and receptive for continued academic success."
Aquarius,Am I being too hard on myself academically?,Eight of Swords,King of Wands,Six of Swords,"Aquarius, the Eight of Swords suggests you're feeling trapped by self-imposed pressure. The King of Wands shows your potential for confident leadership, so embrace it. The Six of Swords indicates a journey away from this mindset.  Ease up on yourself and move forward with self-belief."
Gemini,How can I express my full potential in school?,Knight of Cups,Queen of Cups,Nine of Swords,"Gemini, your creativity (Knight of Cups) and emotional intelligence (Queen of Cups) are key.  Anxiety (Nine of Swords) may be blocking you, so address your stress first.  Focus on emotional balance to unlock your academic potential."
Gemini,Is it time to take a break or continue pushing forward?,Two of Swords,Temperance,Six of Wands,"Gemini, you're facing a choice, but balance is key (Two of Swords, Temperance).  Success is within reach if you keep going (Six of Wands). Don't overthink it, moderate your pace and continue forward."
Scorpio,How can I overcome burnout in school?,Page of Wands,King of Cups,Six of Swords,"Reading:  Scorpio, the Page of Wands sparks new study approaches.  The King of Cups suggests finding emotional balance through self-care. The Six of Swords points to transitioning to calmer waters. Prioritize your well-being and explore new learning styles."
Scorpio,Should I change my major or course of study?,The Star,The Empress,Ace of Pentacles,"Reading:  The Star suggests a bright future no matter what you choose, Scorpio.  The Empress and Ace of Pentacles indicate great potential for growth and new opportunities with a change.  Trust your gut and take the leap."
Cancer,What does the future hold for my education and growth?,Six of Cups,Queen of Cups,Ten of Wands,"Reading:  Your past experiences nurture a wave of intuitive learning (Six of Cups, Queen of Cups).  You might feel overloaded, but you're capable of handling it (Ten of Wands). This signals emotional maturity and resourcefulness supporting future academic success.  Trust your intuition and manage your energy wisely."
Libra,Will my efforts in school lead to success?,King of Cups,The Devil,Five of Wands,"Libra, your emotional maturity (King of Cups) is being tested by distractions (The Devil) and some academic conflicts (Five of Wands). You're capable, but stay focused on your goals and don't get caught up in drama. Prioritize what truly matters."
Leo,Am I on the right educational path?,King of Wands,Two of Swords,Seven of Cups,"Reading:  The King of Wands shows you have the passion and drive to succeed.  The Two of Swords suggests you're feeling stuck and unsure which direction to take. The Seven of Cups indicates many tempting options, making it hard to focus.  Think practically about which path best aligns with your long-term goals."
Virgo,Am I undervaluing my academic potential?,Page of Swords,Judgement,Queen of Pentacles,"Virgo, the Page of Swords suggests you're curious and ready to learn more.  Judgement shows it's time to honestly assess your skills. The Queen of Pentacles confirms you have practical abilities to succeed.  Trust your potential and go for it."
