zodiac,question,card1,card2,card3,reading
Leo,Should I relocate for better opportunities?,Page of Cups,Seven of Cups,Ace of Wands,"Reading:  The Page of Cups suggests exploring your options with an open mind.  The Seven of Cups shows many possibilities, making the decision tough.  The Ace of Wands indicates a fresh start and creative energy in a new location.  Consider the practicalities before leaping."
Pisces,Should I change my career path?,King of Cups,Death,The Hermit,Reading:  The King of Cups suggests you handle this decision with emotional maturity.  Death indicates a necessary ending to make way for something new. The Hermit points to a period of self-reflection before taking action. Think carefully before making a change.
Pisces,How can I shine more in my workplace?,Nine of Wands,Five of Pentacles,Three of Pentacles,"Reading:  Pisces, the Nine of Wands shows you're almost there, but feeling burnt out. The Five of Pentacles suggests you might be overlooking collaborative opportunities. The Three of Pentacles highlights the value of teamwork and shared expertise.  Team up with colleagues to reach your full potential."
Pisces,Should I invest in further education or training?,The Empress,The Hanged Man,Knight of Cups,Reading:  The Empress suggests your nurturing nature will benefit from growth. The Hanged Man encourages a pause for reflection before leaping. The Knight of Cups indicates following your passions.  Consider what truly inspires you before committing.
Pisces,Should I take the job offer I received?,Justice,The Lovers,Ten of Cups,Reading:  Justice suggests this offer aligns with your values.  The Lovers indicates a positive choice that brings emotional fulfillment. The Ten of Cups promises long-term happiness and stability.  Go for it!
Aquarius,Should I change my career path?,Two of Pentacles,Eight of Wands,Six of Cups,"Reading:  You're juggling a lot right now, and things are moving fast.  A past opportunity or interest may resurface, pulling at your heart.  This could be a good time to explore it, but stay grounded and practical.  Think before you leap."
Scorpio,What changes should I make in my work life?,Ace of Cups,Ten of Wands,Five of Pentacles,"Reading:  Scorpio, the Ace of Cups suggests embracing new opportunities and following your passion. The Ten of Wands indicates you're shouldering too much, delegate or streamline tasks.  The Five of Pentacles reveals a sense of lack, but don't focus on what you *don't* have.  Look for inspiration and lighten your load to find abundance."
Virgo,Should I relocate for better opportunities?,Ten of Wands,Wheel of Fortune,Five of Pentacles,"Reading:  The Ten of Wands suggests this move feels burdensome, but the Wheel of Fortune points to a positive shift in your situation. The Five of Pentacles shows initial financial concerns are possible.  Consider the long-term benefits and plan your budget carefully."
Scorpio,How can I align my career with my passions?,Knight of Pentacles,The Fool,Ten of Cups,"Reading:  Scorpio, the Knight of Pentacles encourages a practical, step-by-step approach to your career goals.  The Fool suggests embracing new beginnings and taking a leap of faith towards your passions.  The Ten of Cups signifies emotional fulfillment awaits in a career aligned with your heart.  Trust your gut and take action."
Leo,What is the energy surrounding my next career move?,Three of Swords,Death,Ace of Pentacles,"Reading:  Leo, your next career move may involve a painful ending or necessary loss (Three of Swords, Death). However, a promising new financial opportunity will emerge (Ace of Pentacles).  Embrace the change, even if it's difficult."
Virgo,What career best suits my soul's calling?,Queen of Swords,Eight of Pentacles,Ace of Swords,"Virgo, your sharp mind and dedication are highlighted.  You'll thrive in a detail-oriented career requiring mental prowess and skilled handiwork, perhaps research or analysis.  Embrace a new intellectual challenge.  Learn something new to unlock your full potential."
Cancer,Should I change my career path?,Three of Cups,The Hierophant,Death,"Reading:  The Three of Cups suggests you find joy in collaboration. The Hierophant points towards traditional structures, while Death signals transformation.  Consider a career shift that blends teamwork with established fields but allows for personal growth."
Libra,Am I on the right path professionally?,Five of Pentacles,Six of Wands,The Hermit,"Libra, the Five of Pentacles suggests current professional struggles, but the Six of Wands shows upcoming success. The Hermit indicates a need for introspection to achieve it. Focus on self-reflection and strategize your next steps."
Pisces,How do I break free from career stagnation?,Queen of Wands,Eight of Wands,Four of Cups,"Reading:  The Queen of Wands shows you have the passion and drive, and the Eight of Wands suggests things are about to pick up speed.  However, the Four of Cups indicates you're overlooking opportunities. Look around and be open to new possibilities."
Cancer,Why do I feel stuck in my job?,Nine of Cups,Knight of Pentacles,Ten of Cups,"Reading:  The Nine of Cups suggests you've achieved a level of comfort, but you crave more. The Knight of Pentacles shows a reluctance to change, clinging to stability. The Ten of Cups signifies that true fulfillment lies in finding work aligned with your emotional needs.  Look for opportunities that nurture your soul."
Taurus,What is the energy surrounding my next career move?,King of Swords,King of Wands,The Emperor,"Reading:  The King of Swords and Emperor suggest a structured and strategic approach.  The King of Wands adds creative energy and leadership.  You'll likely find success through calculated risks and decisive action.  Think things through, then be bold."
Libra,Why do I feel stuck in my job?,Nine of Swords,Justice,Wheel of Fortune,"Libra, the Nine of Swords suggests anxiety is keeping you from seeing clearly.  Justice indicates an imbalance you need to address in your work life. The Wheel of Fortune points to upcoming change and new opportunities.  Look for ways to restore balance and embrace upcoming shifts."
Cancer,Will my efforts at work be rewarded soon?,The Fool,Ten of Pentacles,Seven of Wands,"Cancer, your fresh start (The Fool) suggests big potential, but you'll need to defend your accomplishments (Seven of Wands).  Long-term security and rewards (Ten of Pentacles) are coming.  Be bold and patient."
Aries,Will I receive financial rewards from my work?,Death,Ace of Wands,Four of Cups,"Aries, the Death card signals a major transformation in your career, while the Ace of Wands points to new, exciting opportunities.  The Four of Cups suggests you're overlooking or uninterested in current prospects.  Be open to new beginnings and don't be afraid to embrace change."
Libra,How do I break free from career stagnation?,Two of Pentacles,Nine of Wands,Six of Pentacles,"Libra, you're juggling a lot right now, but you're almost there.  Keep pushing through the final hurdles, your resilience will pay off.  Others will soon recognize your hard work and offer support.  Don't give up!"
Aquarius,What changes should I make in my work life?,Temperance,The Hanged Man,The High Priestess,Reading:  Temperance suggests finding a better work-life balance. The Hanged Man encourages you to look at things from a new perspective. The High Priestess points to trusting your intuition about career decisions.  Find your inner peace and the answers will come.
